Lev.YearMonth;HÑmtstÑlle;HÑmtstÑlle Gatuadress;HÑmtstÑlle Ort;HÑmtstÑlle MÑrkning;Artikel;RODkod;RodKodbeskr;EWCkod;Farligt avfall;Kvantitet kg
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3320 Isocyanater;R1;R1 With energy recovery;80501;JA;6
202302;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3601 TrÑavfall, omÜlat;R1;R1 With energy recovery;200138;NEJ;27 380
202302;0447177      Volvo Personvagnar AB (Gîteborg);Miljîstation 1;Gîteborg;RA 1:an;3969 PET/PP Plastband;R13;R13 Recycled, incl metal scrap;200139;NEJ;1 820
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3601 TrÑavfall, omÜlat;R1;R1 With energy recovery;200138;NEJ;28 180
202302;03879145    Volvo Personvagnar AB (Gîteborg);John Bunyans vÑg 4;Gîteborg;PV Byggnad PVôL;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;24 540
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3602 TrÑavfall, mÜlat;R1;R1 With energy recovery;200138;NEJ;7 280
202302;05456355    Volvo Personvagnar AB (Gîteborg);DesignvÑgen;Gîteborg;PV Miljî 1;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;5 780
202302;0178855      Volvo Personvagnar AB (Gîteborg);Gunnar Engellaus vÑg;Gîteborg;VAK, kundnr: 0178855;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;2 690
202302;0469510      Volvo Personvagnar AB (Gîteborg);Miljîstation 2;Gîteborg;RA 2:an;3654 HushÜllsavfall fîr sortering;R1;R1 With energy recovery;200301;NEJ;1 740
202302;04621678    Volvo Personvagnar AB (Gîteborg);Miljîstation RA;Gîteborg;FA Styckegods;3732 Absorbenter, trasor &;R1;R1 With energy recovery;150202;JA;41
202302;0283077      Volvo Personvagnar AB (Gîteborg);PVRS Riskskjul Dîda dalen;Gîteborg;PV Styckegods Farligt Avfall;3732 Absorbenter, trasor &;R1;R1 With energy recovery;150202;JA;140
202302;0469601      Volvo Personvagnar AB (Gîteborg);TLE;Gîteborg;TLE, kundnr: 0469601;3732 Absorbenter, trasor &;R1;R1 With energy recovery;150202;JA;468
202302;05190673    Volvo Personvagnar AB (Gîteborg);Rîra ByvÑg;Gîteborg;CWT2;3743 FÑrg,- lack-, limburkar;R1;R1 With energy recovery;80111;JA;10
